en	is
mother and daughter	mæðgna
northern lights	norðurljós
northern lights	norðurljósa
northern lights	norðurljósin
northern lights	norðurljósum
northern lights	norðurljósanna
northern lights	norðurljósunum
aurora borealis	norðurljós
aurora borealis	norðurljósa
aurora borealis	norðurljósin
aurora borealis	norðurljósum
aurora borealis	norðurljósanna
aurora borealis	norðurljósunum
pyjamas	náttföt
pyjamas	náttfatanna
pyjamas	náttfötunum
pyjamas	náttfötum
pyjamas	náttfötin
pyjamas	náttfata
apocalypse	ragnarök
apocalypse	ragnarakanna
apocalypse	ragnaraka
apocalypse	ragnarökin
apocalypse	ragnarökum
apocalypse	ragnarökunum
end of the world	ragnarök
end of the world	ragnarakanna
end of the world	ragnaraka
end of the world	ragnarökin
end of the world	ragnarökum
end of the world	ragnarökunum
oxymoron	refhvörf
oxymoron	refhvarfanna
oxymoron	refhvörfin
oxymoron	refhvarfa
oxymoron	refhvörfum
oxymoron	refhvörfunum
bed sheets	rúmföt
bed sheets	rúmfatanna
bed sheets	rúmfata
bed sheets	rúmfötin
bed sheets	rúmfötunum
bed sheets	rúmfötum
truth	sannindi
truth	sanninda
truth	sannindanna
truth	sannindin
truth	sannindum
truth	sannindunum
aurora	segulljós
aurora	segulljósum
aurora	segulljósunum
aurora	segulljósa
aurora	segulljósin
aurora	segulljósanna
relations	sifjar
relations	sifjarnar
relations	sifjanna
relations	sifja
relations	sifjum
relations	sifjunum
message	skilaboð
message	skilaboða
message	skilaboðin
message	skilaboðunum
message	skilaboðum
message	skilaboðanna
documents	skilríki
documents	skilríkanna
documents	skilríkin
documents	skilríka
documents	skilríkunum
documents	skilríkum
passport	skilríki
passport	skilríkanna
passport	skilríkin
passport	skilríka
passport	skilríkunum
passport	skilríkum
southern lights	suðurljós
southern lights	suðurljósa
southern lights	suðurljósunum
southern lights	suðurljósin
southern lights	suðurljósum
southern lights	suðurljósanna
aurora australis	suðurljós
aurora australis	suðurljósa
aurora australis	suðurljósunum
aurora australis	suðurljósin
aurora australis	suðurljósum
aurora australis	suðurljósanna
deceit	svik
deceit	svikunum
deceit	svika
deceit	svikum
deceit	svikin
deceit	svikanna
betrayal	svik
betrayal	svikunum
betrayal	svika
betrayal	svikum
betrayal	svikin
betrayal	svikanna
siblings	systkin
siblings	systkinanna
siblings	systkinin
siblings	systkina
siblings	systkinunum
siblings	systkinum
brothers and sisters	systkin
brothers and sisters	systkinanna
brothers and sisters	systkinin
brothers and sisters	systkina
brothers and sisters	systkinunum
brothers and sisters	systkinum
parents-in-law	tengdaforeldrar
parents-in-law	tengdaforeldranna
parents-in-law	tengdaforeldra
parents-in-law	tengdaforeldrunum
parents-in-law	tengdaforeldrum
parents-in-law	tengdaforeldrana
parents-in-law	tengdaforeldrarnir
connection	tengsl
connection	tengslunum
connection	tengsla
connection	tengslum
connection	tengslin
connection	tengslanna
relationship	tengsl
relationship	tengslunum
relationship	tengsla
relationship	tengslum
relationship	tengslin
relationship	tengslanna
association	tengsl
association	tengslunum
association	tengsla
association	tengslum
association	tengslin
association	tengslanna
religion	trúarbrögð
religion	trúarbrögðin
religion	trúarbragða
religion	trúarbragðanna
religion	trúarbrögðum
religion	trúarbrögðunum
news	tíðindi
news	tíðindum
news	tíðindanna
news	tíðindunum
news	tíðinda
news	tíðindin
tidings	tíðindi
tidings	tíðindum
tidings	tíðindanna
tidings	tíðindunum
tidings	tíðinda
tidings	tíðindin
incident	tíðindi
incident	tíðindum
incident	tíðindanna
incident	tíðindunum
incident	tíðinda
incident	tíðindin
event	tíðindi
event	tíðindum
event	tíðindanna
event	tíðindunum
event	tíðinda
event	tíðindin
concert	tónleikar
concert	tónleikunum
concert	tónleikanna
concert	tónleikana
concert	tónleika
concert	tónleikum
concert	tónleikarnir
charm	töfrar
charm	töfra
charm	töfrarnir
charm	töfrana
charm	töfrum
charm	töfranna
charm	töfrunum
bandage	umbúðir
bandage	umbúðirnar
bandage	umbúða
bandage	umbúðum
bandage	umbúðunum
bandage	umbúðanna
changeable weather	umhleypingar
changeable weather	umhleypinganna
changeable weather	umhleypingarnir
changeable weather	umhleypingana
changeable weather	umhleypinga
changeable weather	umhleypingum
changeable weather	umhleypingunum
disposal	umráð
disposal	umráðanna
disposal	umráðunum
disposal	umráðum
disposal	umráðin
disposal	umráða
change	umskipti
change	umskiptanna
change	umskiptin
change	umskipta
change	umskiptunum
change	umskiptum
difficulty	vandræði
difficulty	vandræða
difficulty	vandræðanna
difficulty	vandræðin
difficulty	vandræðum
difficulty	vandræðunum
trouble	vandræði
trouble	vandræða
trouble	vandræðanna
trouble	vandræðin
trouble	vandræðum
trouble	vandræðunum
popularity	vinsældir
popularity	vinsældirnar
popularity	vinsældunum
popularity	vinsælda
popularity	vinsældanna
popularity	vinsældum
business	viðskipti
business	viðskipta
business	viðskiptanna
business	viðskiptin
business	viðskiptum
business	viðskiptunum
machination	vélar
machination	vélanna
machination	véla
machination	vélarnar
machination	vélunum
machination	vélum
power	yfirráð
power	yfirráðunum
power	yfirráðum
power	yfirráðanna
power	yfirráðin
power	yfirráða
influence	áhrif
influence	áhrifin
influence	áhrifunum
influence	áhrifanna
influence	áhrifa
influence	áhrifum
riot	óeirðir
riot	óeirðanna
riot	óeirðunum
riot	óeirðum
riot	óeirða
riot	óeirðirnar
fantasy	órar
fantasy	órunum
fantasy	óranna
fantasy	órana
fantasy	órarnir
fantasy	órum
delusion	órar
delusion	órunum
delusion	óranna
delusion	órana
delusion	órarnir
delusion	órum
destiny	örlög
destiny	örlögum
destiny	örlögunum
destiny	örlaga
destiny	örlaganna
destiny	örlögin
fate	örlög
fate	örlögum
fate	örlögunum
fate	örlaga
fate	örlaganna
fate	örlögin
final	úrslit
final	úrslita
final	úrslitin
final	úrslitum
final	úrslitanna
final	úrslitunum
lack of room	þrengsli
lack of room	þrengslanna
lack of room	þrengslin
lack of room	þrengsla
lack of room	þrengslunum
lack of room	þrengslum
throng	þrengsli
throng	þrengslanna
throng	þrengslin
throng	þrengsla
throng	þrengslunum
throng	þrengslum
narrowness	þrengsli
narrowness	þrengslanna
narrowness	þrengslin
narrowness	þrengsla
narrowness	þrengslunum
narrowness	þrengslum
stenosis	þrengsli
stenosis	þrengslanna
stenosis	þrengslin
stenosis	þrengsla
stenosis	þrengslunum
stenosis	þrengslum
turning point	þáttaskil
turning point	þáttaskila
turning point	þáttaskilunum
turning point	þáttaskilin
turning point	þáttaskilum
turning point	þáttaskilanna
deviant	afbrigðilegur
abnormal	afbrigðilegur
anomalous	afbrigðilegur
grotesque	afkáralegur
oblong	aflangur
oblong	aflangir
oblong	aflangt
oblong	aflangar
Afrikaans	afríkanskur
Afrikaans	afríkanskt
Afrikaans	afríkanskara
Afrikaans	afríkanskastur
Afrikaans	afríkanskar
Afrikaans	afríkanskastar
Afrikaans	afríkanskari
Afrikaans	afríkanskast
Afrikaans	afríkanskastir
Afrikaans	afríkanskir
relative	afstæður
relative	afstæðastar
relative	afstæðust
relative	afstæð
relative	afstæðastir
relative	afstæðastur
relative	afstæðast
relative	afstæðari
relative	afstæðir
relative	afstæðar
relative	afstæðara
reflexive	afturbeygður
reflexive	afturbeygðir
reflexive	afturbeygðar
reflexive	afturbeygð
atrocious	agalegur
dumbfounded	agndofa
thunderstruck	agndofa
exactly	akkúrat
exact	akkúrat
Albanian	albanskur
Albanian	albanskastur
Albanian	albanskastir
Albanian	albanskir
Albanian	albanskast
Albanian	albanskari
Albanian	albanskt
Albanian	albanskar
Albanian	albanskara
Albanian	albanskastar
alone	aleinn
alone	aleinust
alone	aleinastar
alone	aleinni
alone	aleitt
alone	aleinastir
alone	aleinna
alone	aleinast
alone	alein
alone	aleinar
alone	aleinastur
alone	aleinir
ablaze	alelda
stark naked	allsnakinn
stark naked	allsnakin
stark naked	allsnakið
stark-naked	allsnakinn
stark-naked	allsnakin
stark-naked	allsnakið
ubiquitous	allsráðandi
considerable	allverulegur
considerable	allverulegra
considerable	allverulegt
considerable	allverulegastir
considerable	allverulegri
considerable	allverulegar
considerable	allverulegast
considerable	allverulegir
considerable	allveruleg
considerable	allverulegust
considerable	allverulegastar
considerable	allverulegastur
proper	almennilegur
overcast	alskýjaður
overcast	alskýjaðir
overcast	alskýjaðar
overcast	alskýjað
serious	alvarlegur
serious	alvarlegar
serious	alvarlegastir
serious	alvarlegastur
serious	alvarlegust
serious	alvarlegast
serious	alvarlegastar
serious	alvarlegri
serious	alvarlegir
serious	alvarlegra
serious	alvarleg
serious	alvarlegt
omniscient	alvitur
omniscient	alvitrari
omniscient	alvitrast
omniscient	alvitrastar
omniscient	alvitrara
omniscient	alvitrir
omniscient	alviturt
omniscient	alvitrar
omniscient	alvitrastur
omniscient	alvitrust
omniscient	alvitrastir
cordial	alúðlegur
cordial	alúðlegri
cordial	alúðlegt
cordial	alúðlegra
cordial	alúðlegir
cordial	alúðlegastir
cordial	alúðlegast
cordial	alúðlegastur
cordial	alúðlegar
cordial	alúðleg
cordial	alúðlegastar
cordial	alúðlegust
international	alþjóðlegur
international	alþjóðlegastar
international	alþjóðlegust
international	alþjóðlegastur
international	alþjóðlegast
international	alþjóðleg
international	alþjóðlegar
international	alþjóðlegastir
international	alþjóðlegir
international	alþjóðlegra
international	alþjóðlegt
international	alþjóðlegri
informal	alþýðlegur
American	amerískur
American	amerískust
American	amerísk
American	amerískastar
American	amerískastur
American	amerískast
American	amerískir
American	amerískar
American	amerískastir
American	amerískari
American	amerískt
American	amerískara
antisocial	andfélagslegur
strange	andkannalegur
spiritual	andlegur
rotten	andstyggilegur
rotten	andstyggilegust
rotten	andstyggilegt
rotten	andstyggilegir
rotten	andstyggilegastar
rotten	andstyggilegastur
rotten	andstyggilegar
rotten	andstyggileg
rotten	andstyggilegra
rotten	andstyggilegast
rotten	andstyggilegastir
rotten	andstyggilegri
repugnant	andstyggilegur
repugnant	andstyggilegust
repugnant	andstyggilegt
repugnant	andstyggilegir
repugnant	andstyggilegastar
repugnant	andstyggilegastur
repugnant	andstyggilegar
repugnant	andstyggileg
repugnant	andstyggilegra
repugnant	andstyggilegast
repugnant	andstyggilegastir
repugnant	andstyggilegri
inverse	ankannalegur
strange	annarlegur
strange	annarlegir
strange	annarleg
strange	annarlegra
strange	annarlegastir
strange	annarlegastur
strange	annarlegri
strange	annarlegast
strange	annarlegastar
strange	annarlegar
strange	annarlegust
strange	annarlegt
different	annars konar
orange	appelsínugulur
orange	appelsínugul
orange	appelsínugulari
orange	appelsínugulust
orange	appelsínugulara
orange	appelsínugulastur
orange	appelsínugult
orange	appelsínugulast
Arabic	arabískur
Arabic	arabískir
Arabic	arabískastur
Arabic	arabískastar
Arabic	arabískast
Arabic	arabísk
Arabic	arabískara
Arabic	arabískust
Arabic	arabískastir
Arabic	arabískari
Arabic	arabískar
Arabic	arabískt
angry	argur
bad	argur
handsome	artarlegur
remunerative	arðvænlegur
asinine	asnalegur
attentive	athugull
attentive	athugulli
attentive	athugulastir
attentive	athugulust
attentive	athugult
attentive	athugulla
attentive	athugulir
attentive	athugulastur
attentive	athugulast
attentive	athugul
attentive	athugulastar
attentive	athugular
interesting	athyglisverður
notable	athyglisverður
unemployed	atvinnulaus
unemployed	atvinnulausast
unemployed	atvinnulausar
unemployed	atvinnulausastir
unemployed	atvinnulausir
unemployed	atvinnulausastar
unemployed	atvinnulaust
unemployed	atvinnulausastur
unemployed	atvinnulausara
unemployed	atvinnulausust
unemployed	atvinnulausari
unblessed	aumlegur
empty	auður
empty	auðara
empty	auðari
empty	auðast
empty	auð
empty	auðar
empty	auðastar
empty	auðastir
empty	auðust
empty	auðir
empty	auðastur
easy	auðveldur
easy	auðveldari
easy	auðveldir
easy	auðveldar
easy	auðveld
easy	auðveldara
easy	auðveldastur
easy	auðveldust
easy	auðveldastar
easy	auðveldastir
easy	auðveldast
despicable	auðvirðilegur
despicable	auðvirðilegastar
despicable	auðvirðilegri
despicable	auðvirðileg
despicable	auðvirðilegra
despicable	auðvirðilegar
despicable	auðvirðilegast
despicable	auðvirðilegir
despicable	auðvirðilegastir
despicable	auðvirðilegust
despicable	auðvirðilegt
despicable	auðvirðilegastur
admirable	aðdáanlegur
admirable	aðdáanleg
admirable	aðdáanlegar
admirable	aðdáanlegastur
admirable	aðdáanlegastar
admirable	aðdáanlegir
admirable	aðdáanlegra
admirable	aðdáanlegust
admirable	aðdáanlegastir
admirable	aðdáanlegt
admirable	aðdáanlegast
admirable	aðdáanlegri
applaudable	aðdáanlegur
applaudable	aðdáanleg
applaudable	aðdáanlegar
applaudable	aðdáanlegastur
applaudable	aðdáanlegastar
applaudable	aðdáanlegir
applaudable	aðdáanlegra
applaudable	aðdáanlegust
applaudable	aðdáanlegastir
applaudable	aðdáanlegt
applaudable	aðdáanlegast
applaudable	aðdáanlegri
worth admiring	aðdáanlegur
worth admiring	aðdáanleg
worth admiring	aðdáanlegar
worth admiring	aðdáanlegastur
worth admiring	aðdáanlegastar
worth admiring	aðdáanlegir
worth admiring	aðdáanlegra
worth admiring	aðdáanlegust
worth admiring	aðdáanlegastir
worth admiring	aðdáanlegt
worth admiring	aðdáanlegast
worth admiring	aðdáanlegri
admirable	aðdáunarverður
admirable	aðdáunarverðar
admirable	aðdáunarverðust
admirable	aðdáunarverðara
admirable	aðdáunarverðastir
admirable	aðdáunarverðir
admirable	aðdáunarverð
admirable	aðdáunarverðari
admirable	aðdáunarverðast
admirable	aðdáunarverðastur
admirable	aðdáunarverðastar
accessible	aðgengilegur
accessible	aðgengileg
accessible	aðgengilegt
accessible	aðgengilegastar
accessible	aðgengilegir
accessible	aðgengilegastur
accessible	aðgengilegast
accessible	aðgengilegar
accessible	aðgengilegust
accessible	aðgengilegra
accessible	aðgengilegastir
accessible	aðgengilegri
separate	aðskilinn
separate	aðskilið
separate	aðskilin
inconvenient	bagalegur
American	bandarískur
American	bandarískt
American	bandarískir
American	bandarísk
American	bandarískar
forbidden	bannaður
forbidden	bannaðast
forbidden	bannað
forbidden	bannaðastir
forbidden	bannaðastar
forbidden	bannaðra
forbidden	bannaðir
forbidden	bannaðri
forbidden	bannaðar
forbidden	bannaðastur
naive	barnalegur
pregnant	barnshafandi
childlike	barnslegur
young	barnungur
young	barnungar
young	barnungir
young	barnung
young	barnungt
straight	beinn
straight	beinastur
straight	beinni
straight	beinast
straight	bein
straight	beinna
straight	beinastar
straight	beinar
straight	beinastir
straight	beinust
straight	beint
straight	beinir
right	beinn
right	beinastur
right	beinni
right	beinast
right	bein
right	beinna
right	beinastar
right	beinar
right	beinastir
right	beinust
right	beint
right	beinir
straight	beint
directly	beint
sharp	beittur
sharp	beittust
sharp	beittara
sharp	beittir
sharp	beittastar
sharp	beittari
sharp	beitt
sharp	beittastir
sharp	beittast
sharp	beittastur
sharp	beittar
bare	ber
bare	berastir
bare	berara
bare	bert
bare	berari
bare	berar
bare	berust
bare	berastar
bare	berast
bare	berastur
bare	berir
berry	ber
berry	berinu
berry	berin
berry	bers
berry	berjum
berry	beri
berry	bersins
berry	berjanna
berry	berjunum
berry	berið
palpable	bersýnilegur
better	betri
bitter	bitur
bright	bjartur
bright	bjartastar
bright	bjartastur
bright	bjart
bright	bjartar
bright	bjartir
bright	bjartara
bright	bjartastir
bright	bjartast
bright	bjartari
clear	bjartur
clear	bjartastar
clear	bjartastur
clear	bjart
clear	bjartar
clear	bjartir
clear	bjartara
clear	bjartastir
clear	bjartast
clear	bjartari
nonsensical	bjánalegur
wet	blautur
wet	blautastir
wet	blautari
wet	blautastur
wet	blautast
wet	blaut
wet	blautir
wet	blautt
wet	blautar
wet	blautastar
wet	blautust
wet	blautara
blessed	blessaður
blessed	blessaðri
blessed	blessaðar
blessed	blessaðastir
blessed	blessaðra
blessed	blessað
blessed	blessaðastar
blessed	blessaðastur
blessed	blessaðast
blessed	blessaðir
dear	blessaður
dear	blessaðri
dear	blessaðar
dear	blessaðastir
dear	blessaðra
dear	blessað
dear	blessaðastar
dear	blessaðastur
dear	blessaðast
dear	blessaðir
beloved	blessaður
beloved	blessaðri
beloved	blessaðar
beloved	blessaðastir
beloved	blessaðra
beloved	blessað
beloved	blessaðastar
beloved	blessaðastur
beloved	blessaðast
beloved	blessaðir
hello	blessaður
goodbye	blessaður
blind	blindur
blind	blindastur
blind	blindara
blind	blindastir
blind	blindir
blind	blindari
blind	blindust
blind	blindastar
blind	blindast
blind	blind
blind	blindar
turquoise	blágrænn
turquoise	blágrænar
turquoise	blágrænast
turquoise	blágrænust
turquoise	blágrænastur
turquoise	blágrænastar
turquoise	blágrænni
turquoise	blágrænt
turquoise	blágrænir
turquoise	blágrænastir
turquoise	blágrænna
turquoise	blágræn
blue	blár
blue	bláir
blue	bláastir
blue	bláast
blue	bláastar
blue	blátt
blue	blárri
blue	bláust
blue	bláastur
blue	bláar
blue	blárra
blue	blá
fond	blíðlegur
fond	blíðleg
tender	blíður
tender	blíðir
tender	blíðastar
tender	blíðast
tender	blíð
